INDNAICS,SOC_LABEL,RACE_HISP,RACE_TOT,RACE_TOT_cv,TOT_MFG_WORKERS,RACE_MFG_SHARE,TOT_OCC_WORKERS,OCC_MFG_SHARE
311M2,Computer and Mathematical Occupations,Non-Hispanic White,93,0.4093866266809585,11630,0.007996560619088565,126,0.7380952380952381
311M2,Construction and Extraction Occupations,Non-Hispanic White,13,1.038319078547505,11630,0.001117798796216681,31,0.41935483870967744
311M2,"Educations, Library, and Training Occupations",Non-Hispanic White,30,1.0098679781700841,11630,0.0025795356835769563,30,1
311M2,"Farming, Fishing, and Forestry Occupations",Non-Hispanic White,0,NaN,11630,0,95,0
311M2,Food Preparation and Service Occupations,Non-Hispanic White,0,NaN,11630,0,15,0
311M2,Healthcare Practitioners and Technical Occupations,Non-Hispanic White,0,NaN,11630,0,88,0
311M2,"Installation, Maintenance, and Repair Occupations",Non-Hispanic White,184,0.32687630910724713,11630,0.015821152192605333,306,0.6013071895424836
311M2,Legal Occupations,Non-Hispanic White,4,1.1319231422671772,11630,3.4393809114359415e-4,4,1
311M2,"Life, Physical, and Social Science Occupations",Non-Hispanic White,268,0.2731103692289108,11630,0.02304385210662081,387,0.6925064599483204
311M2,Management Occupations,Non-Hispanic White,991,0.15986319872278,11630,0.08521066208082545,1263,0.784639746634996
311M2,Office and Administrative Support Occupations,Non-Hispanic White,581,0.23759664804845368,11630,0.04995700773860705,931,0.6240601503759399
311M2,Production Occupations,Non-Hispanic White,770,0.18488006259268172,11630,0.06620808254514188,4328,0.1779112754158965
311M2,Protective Service Occupations,Non-Hispanic White,15,1.0177316826048886,11630,0.0012897678417884782,15,1
311M2,Sales and Related Occupations,Non-Hispanic White,440,0.316289012881291,11630,0.037833190025795355,584,0.7534246575342466
311M2,Tarnsportation and Material Moving Occupations,Non-Hispanic White,516,0.4176327361900644,11630,0.044368013757523646,2077,0.248435243139143
311S,Architecture and Engineering Occupations,Hispanic AIAN,0,NaN,2667,0,44,0
311S,"Arts, Design, Entertainment, Sports, and Media Occupations",Hispanic AIAN,0,NaN,2667,0,158,0
311S,Building and Grounds Cleaning and Maintenance Occupations,Hispanic AIAN,0,NaN,2667,0,150,0
311S,Business and Financial Operations Occupations,Hispanic AIAN,0,NaN,2667,0,77,0
311S,Computer and Mathematical Occupations,Hispanic AIAN,0,NaN,2667,0,35,0
311S,Food Preparation and Service Occupations,Hispanic AIAN,0,NaN,2667,0,185,0
311S,"Installation, Maintenance, and Repair Occupations",Hispanic AIAN,0,NaN,2667,0,31,0
311S,Legal Occupations,Hispanic AIAN,0,NaN,2667,0,13,0
311S,"Life, Physical, and Social Science Occupations",Hispanic AIAN,0,NaN,2667,0,35,0
311S,Management Occupations,Hispanic AIAN,0,NaN,2667,0,348,0
311S,Office and Administrative Support Occupations,Hispanic AIAN,0,NaN,2667,0,268,0
311S,Production Occupations,Hispanic AIAN,0,NaN,2667,0,893,0
311S,Sales and Related Occupations,Hispanic AIAN,0,NaN,2667,0,12,0
311S,Tarnsportation and Material Moving Occupations,Hispanic AIAN,0,NaN,2667,0,418,0
311S,Architecture and Engineering Occupations,Hispanic Asian,0,NaN,2667,0,44,0
311S,"Arts, Design, Entertainment, Sports, and Media Occupations",Hispanic Asian,0,NaN,2667,0,158,0
311S,Building and Grounds Cleaning and Maintenance Occupations,Hispanic Asian,0,NaN,2667,0,150,0
311S,Business and Financial Operations Occupations,Hispanic Asian,0,NaN,2667,0,77,0
311S,Computer and Mathematical Occupations,Hispanic Asian,0,NaN,2667,0,35,0
311S,Food Preparation and Service Occupations,Hispanic Asian,0,NaN,2667,0,185,0
311S,"Installation, Maintenance, and Repair Occupations",Hispanic Asian,0,NaN,2667,0,31,0
311S,Legal Occupations,Hispanic Asian,0,NaN,2667,0,13,0
311S,"Life, Physical, and Social Science Occupations",Hispanic Asian,0,NaN,2667,0,35,0
311S,Management Occupations,Hispanic Asian,0,NaN,2667,0,348,0
311S,Office and Administrative Support Occupations,Hispanic Asian,0,NaN,2667,0,268,0
311S,Production Occupations,Hispanic Asian,17,0.9906133851774535,2667,0.006374203224596925,893,0.019036954087346025
311S,Sales and Related Occupations,Hispanic Asian,0,NaN,2667,0,12,0
311S,Tarnsportation and Material Moving Occupations,Hispanic Asian,0,NaN,2667,0,418,0
311S,Architecture and Engineering Occupations,Hispanic Black,0,NaN,2667,0,44,0
311S,"Arts, Design, Entertainment, Sports, and Media Occupations",Hispanic Black,0,NaN,2667,0,158,0
311S,Building and Grounds Cleaning and Maintenance Occupations,Hispanic Black,0,NaN,2667,0,150,0
311S,Business and Financial Operations Occupations,Hispanic Black,0,NaN,2667,0,77,0
311S,Computer and Mathematical Occupations,Hispanic Black,0,NaN,2667,0,35,0
311S,Food Preparation and Service Occupations,Hispanic Black,0,NaN,2667,0,185,0
311S,"Installation, Maintenance, and Repair Occupations",Hispanic Black,0,NaN,2667,0,31,0
311S,Legal Occupations,Hispanic Black,0,NaN,2667,0,13,0
311S,"Life, Physical, and Social Science Occupations",Hispanic Black,0,NaN,2667,0,35,0
311S,Management Occupations,Hispanic Black,0,NaN,2667,0,348,0
311S,Office and Administrative Support Occupations,Hispanic Black,0,NaN,2667,0,268,0
311S,Production Occupations,Hispanic Black,0,NaN,2667,0,893,0
311S,Sales and Related Occupations,Hispanic Black,0,NaN,2667,0,12,0
311S,Tarnsportation and Material Moving Occupations,Hispanic Black,0,NaN,2667,0,418,0
311S,Architecture and Engineering Occupations,Hispanic Multiracial,0,NaN,2667,0,44,0
311S,"Arts, Design, Entertainment, Sports, and Media Occupations",Hispanic Multiracial,0,NaN,2667,0,158,0
311S,Building and Grounds Cleaning and Maintenance Occupations,Hispanic Multiracial,0,NaN,2667,0,150,0
311S,Business and Financial Operations Occupations,Hispanic Multiracial,0,NaN,2667,0,77,0
311S,Computer and Mathematical Occupations,Hispanic Multiracial,0,NaN,2667,0,35,0
311S,Food Preparation and Service Occupations,Hispanic Multiracial,0,NaN,2667,0,185,0
311S,"Installation, Maintenance, and Repair Occupations",Hispanic Multiracial,0,NaN,2667,0,31,0
311S,Legal Occupations,Hispanic Multiracial,0,NaN,2667,0,13,0
311S,"Life, Physical, and Social Science Occupations",Hispanic Multiracial,0,NaN,2667,0,35,0
311S,Management Occupations,Hispanic Multiracial,0,NaN,2667,0,348,0
311S,Office and Administrative Support Occupations,Hispanic Multiracial,0,NaN,2667,0,268,0
311S,Production Occupations,Hispanic Multiracial,0,NaN,2667,0,893,0
311S,Sales and Related Occupations,Hispanic Multiracial,0,NaN,2667,0,12,0
311S,Tarnsportation and Material Moving Occupations,Hispanic Multiracial,0,NaN,2667,0,418,0
311S,Architecture and Engineering Occupations,Hispanic Other,0,NaN,2667,0,44,0
311S,"Arts, Design, Entertainment, Sports, and Media Occupations",Hispanic Other,0,NaN,2667,0,158,0
311S,Building and Grounds Cleaning and Maintenance Occupations,Hispanic Other,32,1.0044092246813547,2667,0.011998500187476566,150,0.21333333333333335
311S,Business and Financial Operations Occupations,Hispanic Other,0,NaN,2667,0,77,0
311S,Computer and Mathematical Occupations,Hispanic Other,0,NaN,2667,0,35,0
311S,Food Preparation and Service Occupations,Hispanic Other,58,0.940335090929954,2667,0.021747281589801274,185,0.31351351351351353
311S,"Installation, Maintenance, and Repair Occupations",Hispanic Other,0,NaN,2667,0,31,0
311S,Legal Occupations,Hispanic Other,0,NaN,2667,0,13,0
311S,"Life, Physical, and Social Science Occupations",Hispanic Other,0,NaN,2667,0,35,0
311S,Management Occupations,Hispanic Other,0,NaN,2667,0,348,0
311S,Office and Administrative Support Occupations,Hispanic Other,63,0.9840949815585115,2667,0.023622047244094488,268,0.23507462686567165
311S,Production Occupations,Hispanic Other,295,0.40421152602412946,2667,0.11061117360329958,893,0.3303471444568869
311S,Sales and Related Occupations,Hispanic Other,0,NaN,2667,0,12,0
311S,Tarnsportation and Material Moving Occupations,Hispanic Other,110,0.5237933792367286,2667,0.0412448443944507,418,0.2631578947368421
311S,Architecture and Engineering Occupations,Hispanic White,0,NaN,2667,0,44,0
311S,"Arts, Design, Entertainment, Sports, and Media Occupations",Hispanic White,0,NaN,2667,0,158,0
311S,Building and Grounds Cleaning and Maintenance Occupations,Hispanic White,58,0.8784140123939485,2667,0.021747281589801274,150,0.38666666666666666
311S,Business and Financial Operations Occupations,Hispanic White,0,NaN,2667,0,77,0
311S,Computer and Mathematical Occupations,Hispanic White,0,NaN,2667,0,35,0
311S,Food Preparation and Service Occupations,Hispanic White,0,NaN,2667,0,185,0
311S,"Installation, Maintenance, and Repair Occupations",Hispanic White,0,NaN,2667,0,31,0
311S,Legal Occupations,Hispanic White,0,NaN,2667,0,13,0
311S,"Life, Physical, and Social Science Occupations",Hispanic White,0,NaN,2667,0,35,0
311S,Management Occupations,Hispanic White,39,0.9103105798255202,2667,0.014623172103487065,348,0.11206896551724138
311S,Office and Administrative Support Occupations,Hispanic White,113,0.7598209680683528,2667,0.04236970378702662,268,0.4216417910447761
311S,Production Occupations,Hispanic White,214,0.4952400293771983,2667,0.08023997000374954,893,0.23964165733482642
311S,Sales and Related Occupations,Hispanic White,0,NaN,2667,0,12,0
311S,Tarnsportation and Material Moving Occupations,Hispanic White,171,0.5428085170169723,2667,0.06411698537682789,418,0.4090909090909091
311S,Architecture and Engineering Occupations,Non-Hispanic AIAN,0,NaN,2667,0,44,0
311S,"Arts, Design, Entertainment, Sports, and Media Occupations",Non-Hispanic AIAN,0,NaN,2667,0,158,0
311S,Building and Grounds Cleaning and Maintenance Occupations,Non-Hispanic AIAN,0,NaN,2667,0,150,0
311S,Business and Financial Operations Occupations,Non-Hispanic AIAN,0,NaN,2667,0,77,0
311S,Computer and Mathematical Occupations,Non-Hispanic AIAN,0,NaN,2667,0,35,0
311S,Food Preparation and Service Occupations,Non-Hispanic AIAN,0,NaN,2667,0,185,0
311S,"Installation, Maintenance, and Repair Occupations",Non-Hispanic AIAN,0,NaN,2667,0,31,0
311S,Legal Occupations,Non-Hispanic AIAN,0,NaN,2667,0,13,0
311S,"Life, Physical, and Social Science Occupations",Non-Hispanic AIAN,0,NaN,2667,0,35,0
311S,Management Occupations,Non-Hispanic AIAN,0,NaN,2667,0,348,0
311S,Office and Administrative Support Occupations,Non-Hispanic AIAN,0,NaN,2667,0,268,0
311S,Production Occupations,Non-Hispanic AIAN,0,NaN,2667,0,893,0
311S,Sales and Related Occupations,Non-Hispanic AIAN,0,NaN,2667,0,12,0
311S,Tarnsportation and Material Moving Occupations,Non-Hispanic AIAN,0,NaN,2667,0,418,0
311S,Architecture and Engineering Occupations,Non-Hispanic Asian,18,1.059641215776755,2667,0.006749156355455568,44,0.4090909090909091
311S,"Arts, Design, Entertainment, Sports, and Media Occupations",Non-Hispanic Asian,0,NaN,2667,0,158,0
311S,Building and Grounds Cleaning and Maintenance Occupations,Non-Hispanic Asian,0,NaN,2667,0,150,0
311S,Business and Financial Operations Occupations,Non-Hispanic Asian,0,NaN,2667,0,77,0
311S,Computer and Mathematical Occupations,Non-Hispanic Asian,0,NaN,2667,0,35,0
311S,Food Preparation and Service Occupations,Non-Hispanic Asian,55,0.9932333042614988,2667,0.02062242219722535,185,0.2972972972972973
311S,"Installation, Maintenance, and Repair Occupations",Non-Hispanic Asian,0,NaN,2667,0,31,0
311S,Legal Occupations,Non-Hispanic Asian,0,NaN,2667,0,13,0
311S,"Life, Physical, and Social Science Occupations",Non-Hispanic Asian,0,NaN,2667,0,35,0
311S,Management Occupations,Non-Hispanic Asian,0,NaN,2667,0,348,0
311S,Office and Administrative Support Occupations,Non-Hispanic Asian,0,NaN,2667,0,268,0
311S,Production Occupations,Non-Hispanic Asian,61,0.7820548461051703,2667,0.022872140982377203,893,0.0683090705487122
311S,Sales and Related Occupations,Non-Hispanic Asian,0,NaN,2667,0,12,0
311S,Tarnsportation and Material Moving Occupations,Non-Hispanic Asian,0,NaN,2667,0,418,0
311S,Architecture and Engineering Occupations,Non-Hispanic Black,0,NaN,2667,0,44,0
311S,"Arts, Design, Entertainment, Sports, and Media Occupations",Non-Hispanic Black,0,NaN,2667,0,158,0
311S,Building and Grounds Cleaning and Maintenance Occupations,Non-Hispanic Black,0,NaN,2667,0,150,0
311S,Business and Financial Operations Occupations,Non-Hispanic Black,0,NaN,2667,0,77,0
311S,Computer and Mathematical Occupations,Non-Hispanic Black,35,1.0426222827514269,2667,0.013123359580052493,35,1
311S,Food Preparation and Service Occupations,Non-Hispanic Black,72,0.9953983630861405,2667,0.02699662542182227,185,0.3891891891891892
311S,"Installation, Maintenance, and Repair Occupations",Non-Hispanic Black,0,NaN,2667,0,31,0
311S,Legal Occupations,Non-Hispanic Black,0,NaN,2667,0,13,0
311S,"Life, Physical, and Social Science Occupations",Non-Hispanic Black,35,0.9695359714832659,2667,0.013123359580052493,35,1
311S,Management Occupations,Non-Hispanic Black,25,1.0259434682281476,2667,0.009373828271466067,348,0.07183908045977011
311S,Office and Administrative Support Occupations,Non-Hispanic Black,0,NaN,2667,0,268,0
311S,Production Occupations,Non-Hispanic Black,142,0.4512897824727838,2667,0.05324334458192726,893,0.1590145576707727
311S,Sales and Related Occupations,Non-Hispanic Black,0,NaN,2667,0,12,0
311S,Tarnsportation and Material Moving Occupations,Non-Hispanic Black,92,0.7484427753019607,2667,0.03449568803899512,418,0.22009569377990432
311S,Architecture and Engineering Occupations,Non-Hispanic Multiracial,0,NaN,2667,0,44,0
311S,"Arts, Design, Entertainment, Sports, and Media Occupations",Non-Hispanic Multiracial,0,NaN,2667,0,158,0
311S,Building and Grounds Cleaning and Maintenance Occupations,Non-Hispanic Multiracial,0,NaN,2667,0,150,0
311S,Business and Financial Operations Occupations,Non-Hispanic Multiracial,0,NaN,2667,0,77,0
311S,Computer and Mathematical Occupations,Non-Hispanic Multiracial,0,NaN,2667,0,35,0
311S,Food Preparation and Service Occupations,Non-Hispanic Multiracial,0,NaN,2667,0,185,0
311S,"Installation, Maintenance, and Repair Occupations",Non-Hispanic Multiracial,0,NaN,2667,0,31,0
311S,Legal Occupations,Non-Hispanic Multiracial,0,NaN,2667,0,13,0
311S,"Life, Physical, and Social Science Occupations",Non-Hispanic Multiracial,0,NaN,2667,0,35,0
311S,Management Occupations,Non-Hispanic Multiracial,0,NaN,2667,0,348,0
311S,Office and Administrative Support Occupations,Non-Hispanic Multiracial,0,NaN,2667,0,268,0
311S,Production Occupations,Non-Hispanic Multiracial,0,NaN,2667,0,893,0
311S,Sales and Related Occupations,Non-Hispanic Multiracial,0,NaN,2667,0,12,0
311S,Tarnsportation and Material Moving Occupations,Non-Hispanic Multiracial,0,NaN,2667,0,418,0
311S,Architecture and Engineering Occupations,Non-Hispanic Other,0,NaN,2667,0,44,0
311S,"Arts, Design, Entertainment, Sports, and Media Occupations",Non-Hispanic Other,0,NaN,2667,0,158,0
311S,Building and Grounds Cleaning and Maintenance Occupations,Non-Hispanic Other,0,NaN,2667,0,150,0
311S,Business and Financial Operations Occupations,Non-Hispanic Other,0,NaN,2667,0,77,0
311S,Computer and Mathematical Occupations,Non-Hispanic Other,0,NaN,2667,0,35,0
311S,Food Preparation and Service Occupations,Non-Hispanic Other,0,NaN,2667,0,185,0
311S,"Installation, Maintenance, and Repair Occupations",Non-Hispanic Other,0,NaN,2667,0,31,0
311S,Legal Occupations,Non-Hispanic Other,0,NaN,2667,0,13,0
311S,"Life, Physical, and Social Science Occupations",Non-Hispanic Other,0,NaN,2667,0,35,0
311S,Management Occupations,Non-Hispanic Other,0,NaN,2667,0,348,0
311S,Office and Administrative Support Occupations,Non-Hispanic Other,0,NaN,2667,0,268,0
311S,Production Occupations,Non-Hispanic Other,0,NaN,2667,0,893,0
311S,Sales and Related Occupations,Non-Hispanic Other,0,NaN,2667,0,12,0
311S,Tarnsportation and Material Moving Occupations,Non-Hispanic Other,0,NaN,2667,0,418,0
311S,Architecture and Engineering Occupations,Non-Hispanic White,26,0.9898523588433239,2667,0.00974878140232471,44,0.5909090909090909
311S,"Arts, Design, Entertainment, Sports, and Media Occupations",Non-Hispanic White,158,0.626249751938151,2667,0.05924259467566554,158,1
311S,Building and Grounds Cleaning and Maintenance Occupations,Non-Hispanic White,60,0.5824397918335518,2667,0.02249718785151856,150,0.4
311S,Business and Financial Operations Occupations,Non-Hispanic White,77,0.4854607297070532,2667,0.028871391076115485,77,1
311S,Computer and Mathematical Occupations,Non-Hispanic White,0,NaN,2667,0,35,0
311S,Food Preparation and Service Occupations,Non-Hispanic White,0,NaN,2667,0,185,0
311S,"Installation, Maintenance, and Repair Occupations",Non-Hispanic White,31,0.7595387175618806,2667,0.011623547056617924,31,1
311S,Legal Occupations,Non-Hispanic White,13,1.071414482860317,2667,0.004874390701162355,13,1
311S,"Life, Physical, and Social Science Occupations",Non-Hispanic White,0,NaN,2667,0,35,0
311S,Management Occupations,Non-Hispanic White,284,0.32933736890765386,2667,0.10648668916385452,348,0.8160919540229885
311S,Office and Administrative Support Occupations,Non-Hispanic White,92,0.46266569606336677,2667,0.03449568803899512,268,0.34328358208955223
311S,Production Occupations,Non-Hispanic White,164,0.46594104339400694,2667,0.0614923134608174,893,0.18365061590145576
311S,Sales and Related Occupations,Non-Hispanic White,12,0.9956502621123767,2667,0.0044994375703037125,12,1
311S,Tarnsportation and Material Moving Occupations,Non-Hispanic White,45,0.6364445996275415,2667,0.01687289088863892,418,0.1076555023923445
3121,Architecture and Engineering Occupations,Hispanic AIAN,0,NaN,7617,0,166,0
3121,"Arts, Design, Entertainment, Sports, and Media Occupations",Hispanic AIAN,0,NaN,7617,0,53,0
3121,Building and Grounds Cleaning and Maintenance Occupations,Hispanic AIAN,0,NaN,7617,0,54,0
3121,Business and Financial Operations Occupations,Hispanic AIAN,0,NaN,7617,0,687,0
3121,Computer and Mathematical Occupations,Hispanic AIAN,0,NaN,7617,0,144,0
3121,Construction and Extraction Occupations,Hispanic AIAN,0,NaN,7617,0,12,0
3121,Food Preparation and Service Occupations,Hispanic AIAN,0,NaN,7617,0,232,0
3121,Healthcare Practitioners and Technical Occupations,Hispanic AIAN,0,NaN,7617,0,25,0
3121,"Installation, Maintenance, and Repair Occupations",Hispanic AIAN,0,NaN,7617,0,272,0
3121,Legal Occupations,Hispanic AIAN,0,NaN,7617,0,37,0
3121,"Life, Physical, and Social Science Occupations",Hispanic AIAN,0,NaN,7617,0,79,0
3121,Management Occupations,Hispanic AIAN,0,NaN,7617,0,1659,0
3121,Office and Administrative Support Occupations,Hispanic AIAN,0,NaN,7617,0,936,0
3121,Personal Care and Service Occupations,Hispanic AIAN,0,NaN,7617,0,14,0
3121,Production Occupations,Hispanic AIAN,0,NaN,7617,0,1693,0
3121,Sales and Related Occupations,Hispanic AIAN,0,NaN,7617,0,498,0
3121,Tarnsportation and Material Moving Occupations,Hispanic AIAN,0,NaN,7617,0,1056,0
3121,Architecture and Engineering Occupations,Hispanic Asian,0,NaN,7617,0,166,0
3121,"Arts, Design, Entertainment, Sports, and Media Occupations",Hispanic Asian,0,NaN,7617,0,53,0
3121,Building and Grounds Cleaning and Maintenance Occupations,Hispanic Asian,0,NaN,7617,0,54,0
3121,Business and Financial Operations Occupations,Hispanic Asian,0,NaN,7617,0,687,0
3121,Computer and Mathematical Occupations,Hispanic Asian,0,NaN,7617,0,144,0
3121,Construction and Extraction Occupations,Hispanic Asian,0,NaN,7617,0,12,0
3121,Food Preparation and Service Occupations,Hispanic Asian,0,NaN,7617,0,232,0
3121,Healthcare Practitioners and Technical Occupations,Hispanic Asian,0,NaN,7617,0,25,0
3121,"Installation, Maintenance, and Repair Occupations",Hispanic Asian,0,NaN,7617,0,272,0
3121,Legal Occupations,Hispanic Asian,0,NaN,7617,0,37,0
3121,"Life, Physical, and Social Science Occupations",Hispanic Asian,0,NaN,7617,0,79,0
3121,Management Occupations,Hispanic Asian,0,NaN,7617,0,1659,0
3121,Office and Administrative Support Occupations,Hispanic Asian,0,NaN,7617,0,936,0
3121,Personal Care and Service Occupations,Hispanic Asian,0,NaN,7617,0,14,0
3121,Production Occupations,Hispanic Asian,0,NaN,7617,0,1693,0
3121,Sales and Related Occupations,Hispanic Asian,0,NaN,7617,0,498,0
3121,Tarnsportation and Material Moving Occupations,Hispanic Asian,0,NaN,7617,0,1056,0
3121,Architecture and Engineering Occupations,Hispanic Black,0,NaN,7617,0,166,0
3121,"Arts, Design, Entertainment, Sports, and Media Occupations",Hispanic Black,0,NaN,7617,0,53,0
3121,Building and Grounds Cleaning and Maintenance Occupations,Hispanic Black,0,NaN,7617,0,54,0
3121,Business and Financial Operations Occupations,Hispanic Black,0,NaN,7617,0,687,0
3121,Computer and Mathematical Occupations,Hispanic Black,0,NaN,7617,0,144,0
3121,Construction and Extraction Occupations,Hispanic Black,0,NaN,7617,0,12,0
3121,Food Preparation and Service Occupations,Hispanic Black,0,NaN,7617,0,232,0
3121,Healthcare Practitioners and Technical Occupations,Hispanic Black,0,NaN,7617,0,25,0
3121,"Installation, Maintenance, and Repair Occupations",Hispanic Black,0,NaN,7617,0,272,0
3121,Legal Occupations,Hispanic Black,0,NaN,7617,0,37,0
3121,"Life, Physical, and Social Science Occupations",Hispanic Black,0,NaN,7617,0,79,0
3121,Management Occupations,Hispanic Black,0,NaN,7617,0,1659,0
3121,Office and Administrative Support Occupations,Hispanic Black,0,NaN,7617,0,936,0
3121,Personal Care and Service Occupations,Hispanic Black,0,NaN,7617,0,14,0
3121,Production Occupations,Hispanic Black,0,NaN,7617,0,1693,0
3121,Sales and Related Occupations,Hispanic Black,0,NaN,7617,0,498,0
3121,Tarnsportation and Material Moving Occupations,Hispanic Black,0,NaN,7617,0,1056,0
3121,Architecture and Engineering Occupations,Hispanic Multiracial,0,NaN,7617,0,166,0
3121,"Arts, Design, Entertainment, Sports, and Media Occupations",Hispanic Multiracial,0,NaN,7617,0,53,0
3121,Building and Grounds Cleaning and Maintenance Occupations,Hispanic Multiracial,0,NaN,7617,0,54,0
3121,Business and Financial Operations Occupations,Hispanic Multiracial,0,NaN,7617,0,687,0
3121,Computer and Mathematical Occupations,Hispanic Multiracial,0,NaN,7617,0,144,0
3121,Construction and Extraction Occupations,Hispanic Multiracial,0,NaN,7617,0,12,0
3121,Food Preparation and Service Occupations,Hispanic Multiracial,0,NaN,7617,0,232,0
3121,Healthcare Practitioners and Technical Occupations,Hispanic Multiracial,0,NaN,7617,0,25,0
3121,"Installation, Maintenance, and Repair Occupations",Hispanic Multiracial,0,NaN,7617,0,272,0
3121,Legal Occupations,Hispanic Multiracial,0,NaN,7617,0,37,0
3121,"Life, Physical, and Social Science Occupations",Hispanic Multiracial,0,NaN,7617,0,79,0
3121,Management Occupations,Hispanic Multiracial,116,1.1673652076119645,7617,0.015229092818695025,1659,0.0699216395418927
3121,Office and Administrative Support Occupations,Hispanic Multiracial,0,NaN,7617,0,936,0
3121,Personal Care and Service Occupations,Hispanic Multiracial,0,NaN,7617,0,14,0
3121,Production Occupations,Hispanic Multiracial,19,1.0231394843481183,7617,0.0024944203754759093,1693,0.011222681630242174
3121,Sales and Related Occupations,Hispanic Multiracial,0,NaN,7617,0,498,0
3121,Tarnsportation and Material Moving Occupations,Hispanic Multiracial,0,NaN,7617,0,1056,0
3121,Architecture and Engineering Occupations,Hispanic Other,0,NaN,7617,0,166,0
3121,"Arts, Design, Entertainment, Sports, and Media Occupations",Hispanic Other,0,NaN,7617,0,53,0
3121,Building and Grounds Cleaning and Maintenance Occupations,Hispanic Other,0,NaN,7617,0,54,0
3121,Business and Financial Operations Occupations,Hispanic Other,61,0.7520463885238751,7617,0.008008402258106867,687,0.08879184861717612
3121,Computer and Mathematical Occupations,Hispanic Other,0,NaN,7617,0,144,0
3121,Construction and Extraction Occupations,Hispanic Other,0,NaN,7617,0,12,0
3121,Food Preparation and Service Occupations,Hispanic Other,0,NaN,7617,0,232,0
3121,Healthcare Practitioners and Technical Occupations,Hispanic Other,0,NaN,7617,0,25,0
3121,"Installation, Maintenance, and Repair Occupations",Hispanic Other,44,0.9700712464249706,7617,0.005776552448470526,272,0.16176470588235295
3121,Legal Occupations,Hispanic Other,0,NaN,7617,0,37,0
3121,"Life, Physical, and Social Science Occupations",Hispanic Other,0,NaN,7617,0,79,0
3121,Management Occupations,Hispanic Other,22,1.0226262576376168,7617,0.002888276224235263,1659,0.013261000602772756
3121,Office and Administrative Support Occupations,Hispanic Other,55,1.0209783025191457,7617,0.0072206905605881585,936,0.05876068376068376
3121,Personal Care and Service Occupations,Hispanic Other,0,NaN,7617,0,14,0
3121,Production Occupations,Hispanic Other,319,0.5808642934493464,7617,0.04188000525141132,1693,0.18842291789722387
3121,Sales and Related Occupations,Hispanic Other,0,NaN,7617,0,498,0
3121,Tarnsportation and Material Moving Occupations,Hispanic Other,108,0.7172669512020571,7617,0.014178810555336747,1056,0.10227272727272728
3121,Architecture and Engineering Occupations,Hispanic White,36,0.7535410234845042,7617,0.004726270185112249,166,0.21686746987951808
3121,"Arts, Design, Entertainment, Sports, and Media Occupations",Hispanic White,0,NaN,7617,0,53,0
3121,Building and Grounds Cleaning and Maintenance Occupations,Hispanic White,0,NaN,7617,0,54,0
3121,Business and Financial Operations Occupations,Hispanic White,107,0.7151517652501315,7617,0.014047525272416962,687,0.15574963609898107
3121,Computer and Mathematical Occupations,Hispanic White,0,NaN,7617,0,144,0
3121,Construction and Extraction Occupations,Hispanic White,0,NaN,7617,0,12,0
3121,Food Preparation and Service Occupations,Hispanic White,0,NaN,7617,0,232,0
3121,Healthcare Practitioners and Technical Occupations,Hispanic White,25,1.036455498321081,7617,0.0032821320729946174,25,1
3121,"Installation, Maintenance, and Repair Occupations",Hispanic White,0,NaN,7617,0,272,0
3121,Legal Occupations,Hispanic White,0,NaN,7617,0,37,0
3121,"Life, Physical, and Social Science Occupations",Hispanic White,0,NaN,7617,0,79,0
3121,Management Occupations,Hispanic White,118,0.48199408641524877,7617,0.015491663384534594,1659,0.07112718505123568
3121,Office and Administrative Support Occupations,Hispanic White,7,0.9948848769417228,7617,9.189969804384928e-4,936,0.007478632478632479
3121,Personal Care and Service Occupations,Hispanic White,0,NaN,7617,0,14,0
3121,Production Occupations,Hispanic White,280,0.3542246851237508,7617,0.03675987921753971,1693,0.16538688718251623
3121,Sales and Related Occupations,Hispanic White,59,0.7101270162452481,7617,0.007745831692267297,498,0.11847389558232932
3121,Tarnsportation and Material Moving Occupations,Hispanic White,256,0.4324749783901882,7617,0.03360903242746488,1056,0.24242424242424243
3121,Architecture and Engineering Occupations,Non-Hispanic AIAN,0,NaN,7617,0,166,0
3121,"Arts, Design, Entertainment, Sports, and Media Occupations",Non-Hispanic AIAN,0,NaN,7617,0,53,0
3121,Building and Grounds Cleaning and Maintenance Occupations,Non-Hispanic AIAN,0,NaN,7617,0,54,0
3121,Business and Financial Operations Occupations,Non-Hispanic AIAN,0,NaN,7617,0,687,0
3121,Computer and Mathematical Occupations,Non-Hispanic AIAN,0,NaN,7617,0,144,0
3121,Construction and Extraction Occupations,Non-Hispanic AIAN,0,NaN,7617,0,12,0
3121,Food Preparation and Service Occupations,Non-Hispanic AIAN,0,NaN,7617,0,232,0
3121,Healthcare Practitioners and Technical Occupations,Non-Hispanic AIAN,0,NaN,7617,0,25,0
3121,"Installation, Maintenance, and Repair Occupations",Non-Hispanic AIAN,0,NaN,7617,0,272,0
3121,Legal Occupations,Non-Hispanic AIAN,0,NaN,7617,0,37,0
3121,"Life, Physical, and Social Science Occupations",Non-Hispanic AIAN,0,NaN,7617,0,79,0
3121,Management Occupations,Non-Hispanic AIAN,0,NaN,7617,0,1659,0
3121,Office and Administrative Support Occupations,Non-Hispanic AIAN,0,NaN,7617,0,936,0
3121,Personal Care and Service Occupations,Non-Hispanic AIAN,0,NaN,7617,0,14,0
